city,state,population,lat,lng
Gretna,LA,17935.0,29.91,-90.0515
Hammond,LA,69180.0,30.5061,-90.4563
Harvey,LA,20311.0,29.8876,-90.0666
Haughton,LA,3432.0,32.5272,-93.5042
Homer,LA,2693.0,32.793,-93.0582
Houma,LA,142969.0,29.5799,-90.7058
Iota,LA,1464.0,30.326,-92.4956
Jefferson Parish,LA,4178.0,,
Keithville,LA,4178.0,,
Kenner,LA,67451.0,30.0109,-90.2549
Lacombe,LA,8519.0,30.3141,-89.931
Lafayette,LA,265746.0,30.2084,-92.0323
Lake Charles,LA,153633.0,30.2022,-93.2141
Lakes Charles,LA,4178.0,,
Lincoln Parish,LA,4178.0,,
Livingston Parish,LA,4178.0,,
Mamou,LA,3818.0,30.6349,-92.4179
Mandeville,LA,94760.0,30.375,-90.0906
Marksville,LA,7225.0,31.1247,-92.0652
Metairie,LA,144822.0,29.9976,-90.1781
Monroe,LA,115462.0,32.5183,-92.0775
New Iberia,LA,29620.0,30.0049,-91.8202
New Llano,LA,2370.0,31.097,-93.2767
New Orleans,LA,1029123.0,30.0687,-89.9288
Ouachita Parish,LA,4178.0,,
Pineville,LA,14429.0,31.3414,-92.4096
Plaquemine,LA,6715.0,30.2834,-91.2429
Port Allen,LA,5034.0,30.4456,-91.2098
Port Barre,LA,2659.0,30.5565,-91.9565
Pride,LA,4178.0,,
Raceland,LA,10322.0,29.7282,-90.6362
Ragley,LA,4178.0,,
Shreveport,LA,287432.0,32.4659,-93.7959
Slidell,LA,93882.0,30.2881,-89.7826
St. Helena Parish,LA,4178.0,,
St. Tammany Parish,LA,4178.0,,
Terrytown,LA,24216.0,29.9016,-90.028
Treme,LA,4178.0,,
West Monroe,LA,12657.0,32.512,-92.1513
West Ouachita,LA,4178.0,,
Winn Parish,LA,4178.0,,
Winnsboro,LA,5078.0,32.1651,-91.721
Auburn,MA,16766.0,,
Beverly,MA,41816.0,42.5681,-70.8627
Boston,MA,4637537.0,42.3188,-71.0846
Braintree,MA,4178.0,,
Brockton,MA,95672.0,42.0821,-71.0242
Brookline,MA,59121.0,,
Everett,MA,46324.0,42.4064,-71.0545
Fall River,MA,89420.0,41.7137,-71.1014
Lowell,MA,111346.0,42.6389,-71.3217
Lynn,MA,94063.0,42.4779,-70.9663
Milford,MA,29101.0,,
Newbury,MA,7148.0,,
Oxford,MA,14009.0,,
Pittsfield,MA,56291.0,42.4517,-73.2605
Reading,MA,25400.0,,
Revere,MA,53993.0,42.4191,-71.0035
Roslindale,MA,4178.0,,
Spencer,MA,11935.0,,
Taunton,MA,57139.0,41.9036,-71.0943
Tewksbury,MA,31178.0,,
Webster,MA,16949.0,,
West Springfield,MA,4178.0,,
Westborough,MA,19144.0,,
Weymouth,MA,4178.0,,
Abingdon,MD,4178.0,,
Baltimore,MD,2170504.0,39.3051,-76.6144
Bel Air,MD,10037.0,39.5348,-76.346
Capitol Heights,MD,4553.0,38.8766,-76.9074
Chestertown,MD,6896.0,39.2195,-76.071
Clinton,MD,39230.0,38.7499,-76.9063
Columbia,MD,103170.0,39.2004,-76.859
Davidsonville,MD,4178.0,,
District Heights,MD,6022.0,38.8588,-76.8885
Dundalk,MD,62516.0,39.2703,-76.4942
Elkridge,MD,19367.0,39.1941,-76.7427
Elkton,MD,15652.0,39.6067,-75.8209
Essex,MD,39494.0,39.3024,-76.4457
Fort Meade,MD,10088.0,39.1058,-76.7438
Fort Washington,MD,24144.0,38.7339,-77.0069
Frederick,MD,154972.0,39.4336,-77.4157
Glen Burnie,MD,68768.0,39.1559,-76.6072
Greenbelt,MD,23489.0,38.9953,-76.8885
Havre de Grace,MD,13576.0,39.5481,-76.1146
Hyattsville,MD,18333.0,38.9612,-76.9548
La Plata,MD,9365.0,38.5352,-76.9701
Landover,MD,22852.0,38.9241,-76.8875
Lexington Park,MD,11937.0,38.2543,-76.4415
Linthicum,MD,10852.0,39.2088,-76.6625
Little Orleans,MD,25.0,39.6308,-78.3921
Middle River,MD,25654.0,39.3345,-76.4318
Montgomery Village,MD,33565.0,39.1783,-77.1957
Mt Airy,MD,4178.0,,
North East,MD,3635.0,39.6077,-75.9414
Overlea,MD,12014.0,39.3642,-76.5176
Owings Mills,MD,34231.0,39.4115,-76.7913
Oxon Hill,MD,18077.0,38.7887,-76.9733
Parkville,MD,31762.0,39.3832,-76.5519
Phoenix,MD,4178.0,,
Pikesville,MD,33426.0,39.3893,-76.702
Potomac,MD,45780.0,39.0141,-77.1943
Randallstown,MD,35438.0,39.3723,-76.8024
Reisterstown,MD,26903.0,39.4552,-76.8144
Rising Sun,MD,2800.0,39.7003,-76.0586
Rockville,MD,68401.0,39.0834,-77.1553
Rosedale,MD,19151.0,39.3266,-76.5084
Salisbury,MD,106034.0,38.3755,-75.5867
Silver Spring,MD,79483.0,39.0028,-77.0207
Sparks,MD,4178.0,,
Temple Hills,MD,8278.0,38.8106,-76.9495
Thurmont,MD,7383.0,39.621,-77.4076
Westminster,MD,18593.0,39.5797,-77.0064
Woodlawn,MD,39296.0,39.3054,-76.7489
Arundel,ME,4394.0,,
Auburn,ME,23033.0,44.085,-70.2492
Bangor,ME,59107.0,44.8322,-68.7906
Belgrade,ME,3149.0,,
Gorham,ME,17978.0,,
Hiram,ME,1642.0,,
Limerick,ME,3022.0,,
Madison,ME,4620.0,,
Minot,ME,2586.0,,
Naples,ME,3969.0,,
Oakfield,ME,678.0,,
Old Town,ME,7497.0,44.9491,-68.7249
Orrington,ME,3688.0,,
Portland,ME,206023.0,43.6773,-70.2715
Presque Isle,ME,5696.0,46.6868,-67.9874
Smyrna,ME,418.0,,
Vassalboro,ME,4368.0,,
Waldoboro,ME,5069.0,,
Wales,ME,1617.0,,
Algoma Township,MI,4178.0,,
Bagley Township,MI,4178.0,,
Battle Creek,MI,76803.0,42.2986,-85.2296
Bay City,MI,67059.0,43.5903,-83.8886
Beaverton,MI,1050.0,43.8811,-84.4887
Belleville,MI,3869.0,42.2021,-83.4838
Benton Harbor,MI,59939.0,42.1159,-86.4488
Benton Township,MI,4178.0,,
Blackman Township,MI,4178.0,,
Bloomfield Township,MI,4178.0,,
Brighton Township,MI,4178.0,,
Cato Township,MI,4178.0,,
Columbia Township,MI,4178.0,,
Dearborn,MI,94491.0,42.3127,-83.2129
Dearborn Heights,MI,55758.0,42.3164,-83.2769
Delta Township,MI,4178.0,,
Detroit,MI,3522206.0,42.3834,-83.1024
Eaton County,MI,4178.0,,
Eaton Rapids Township,MI,4178.0,,
Flint,MI,335354.0,43.0235,-83.6922
Gaines Township,MI,4178.0,,
Genesee Township,MI,4178.0,,
Grand Rapids,MI,602694.0,42.9615,-85.6557
Hessel,MI,4178.0,,
Holland Township,MI,4178.0,,
Inkster,MI,24453.0,42.2935,-83.3148
Ishpeming Township,MI,4178.0,,
Jackson,MI,87819.0,42.2431,-84.4037
Kalamazoo,MI,214083.0,42.2749,-85.5882
Kentwood,MI,51747.0,42.8852,-85.5925
Lansing,MI,320928.0,42.7142,-84.5601
Lincoln Township,MI,4178.0,,
Manistee,MI,9422.0,44.244,-86.3242
Marine City,MI,4102.0,42.7138,-82.5012
Marion,MI,858.0,44.1006,-85.1438
Midland,MI,59138.0,43.6239,-84.2316
Oak Park,MI,29654.0,42.4649,-83.1824
Pavilion Township,MI,4178.0,,
Pennfield Township,MI,4178.0,,
Plymouth Township,MI,4178.0,,
Portage,MI,48816.0,42.2,-85.5906
Redford Township,MI,4178.0,,
Romulus,MI,23457.0,42.2237,-83.366
Roxand Township,MI,4178.0,,
Royal Oak,MI,59112.0,42.5084,-83.1539
Saginaw,MI,119336.0,43.4199,-83.9501
Sebewaing,MI,1652.0,43.7321,-83.4511
Shelby Township,MI,4178.0,,
Southfield,MI,73208.0,42.4765,-83.2605
St. Clair Shores,MI,59635.0,42.4921,-82.8957
St. Joseph,MI,8363.0,42.0967,-86.485
St. Joseph County,MI,4178.0,,
Trenton,MI,18255.0,42.1395,-83.193
Troy,MI,83813.0,42.5818,-83.1457
Union Township,MI,4178.0,,
Walloon Lake,MI,312.0,45.2719,-84.9413
Warren,MI,135022.0,42.4934,-83.027
Waterford Township,MI,4178.0,,
West Olive,MI,4178.0,,
Wyoming,MI,75938.0,42.8909,-85.7066
Aitkin,MN,2016.0,46.5303,-93.7051
Albert Lea,MN,17558.0,43.6546,-93.3641
Alexandria,MN,20851.0,45.8777,-95.3766
Austin,MN,25321.0,43.6722,-92.9761
Backus,MN,250.0,46.8207,-94.5148
Bemidji,MN,16733.0,47.483,-94.8788
Bloomington,MN,85866.0,44.8306,-93.3151
Brooklyn Center,MN,31006.0,45.0681,-93.3162
Burnsville,MN,61439.0,44.7648,-93.2795
Chanhassen,MN,25558.0,44.8544,-93.5621
Cohasset,MN,2719.0,47.2389,-93.6396
Columbia Heights,MN,20254.0,45.0484,-93.2472
Coon Rapids,MN,62656.0,45.1755,-93.3095
Crystal,MN,23165.0,45.0377,-93.3599
Eagan,MN,66627.0,44.8169,-93.1638
Fairmont,MN,9093.0,43.6441,-94.4621
Falcon Heights,MN,5592.0,44.9899,-93.177
Fridley,MN,27853.0,45.0841,-93.2595
Gilbert,MN,1796.0,47.4913,-92.4612
Hastings,MN,22882.0,44.7318,-92.8538
Hermantown,MN,9513.0,46.8058,-92.2407
Hutchinson,MN,13773.0,44.8856,-94.3768
Lake Elmo,MN,8983.0,44.9944,-92.9031
Lakeville,MN,63748.0,44.6776,-93.2521
Mankato,MN,61912.0,44.1711,-93.9773
Miltona,MN,401.0,46.0462,-95.2931
Minneapolis,MN,2926757.0,44.9635,-93.2678
Mora,MN,3566.0,45.8766,-93.2916
Morris,MN,5134.0,45.5855,-95.9048
New Hope,MN,21063.0,45.0375,-93.3869
North Branch,MN,6662.0,45.5137,-92.9601
Peterson,MN,198.0,43.7868,-91.8333
Plymouth,MN,78395.0,45.0224,-93.4615
Richfield,MN,36151.0,44.8762,-93.2833
Roseville,MN,36314.0,45.0155,-93.1544
Shakopee,MN,40893.0,44.7744,-93.4764
St. Cloud,MN,114225.0,45.5339,-94.1718
St. James,MN,4383.0,43.9832,-94.6249
St. Louis Park,MN,49029.0,44.9488,-93.3649
St. Paul,MN,306621.0,44.9477,-93.104
Stillwater,MN,19368.0,45.0573,-92.8313
Vadnais Heights,MN,13561.0,45.057,-93.0747
Vineland,MN,887.0,46.1832,-93.7823
Virginia,MN,12551.0,47.5169,-92.5128
Adrian,MO,1608.0,38.396,-94.3498
Affton,MO,21704.0,38.5499,-90.3263
Aurora,MO,8335.0,36.9674,-93.7183
Barton County,MO,4178.0,,
Belton,MO,23480.0,38.8193,-94.5334
Big Bear,MO,4178.0,,
Bismarck,MO,1480.0,37.7673,-90.6225
Blue Springs,MO,54945.0,39.0123,-94.2722
Blue Summit,MO,4178.0,,
Buffalo,MO,3007.0,37.6444,-93.0969
Cape Girardeau,MO,54588.0,37.3108,-89.5596
Carthage,MO,15465.0,37.1503,-94.3225
Chesterfield,MO,47588.0,38.6588,-90.5803
Clinton,MO,8646.0,38.3716,-93.7679
Columbia,MO,139945.0,38.9477,-92.3255
Cotter,MO,4178.0,,
Cuba,MO,3225.0,38.0671,-91.4057
Everton,MO,306.0,37.3428,-93.7024
Florissant,MO,51443.0,38.7996,-90.3269
Franklin County,MO,4178.0,,
Fulton,MO,12248.0,38.8551,-91.951
Grandview,MO,25159.0,38.8802,-94.5227
Greene County,MO,4178.0,,
Harrisonville,MO,9435.0,38.653,-94.3467
Hayti,MO,3180.0,36.2323,-89.7474
Holt,MO,472.0,39.4553,-94.3371
Independence,MO,117306.0,39.0871,-94.3503
Jackson,MO,14932.0,37.3794,-89.6525
Jefferson City,MO,58279.0,38.5676,-92.1759
Jennings,MO,14674.0,38.723,-90.2643
Johnson County,MO,4178.0,,
Joplin,MO,86298.0,37.0759,-94.5006
Kansas City,MO,1615621.0,39.1239,-94.5541
Lakeshire,MO,1401.0,38.54,-90.3384
Lampe,MO,4178.0,,
Leadwood,MO,1173.0,37.8618,-90.5892
Lebanon,MO,14179.0,37.6718,-92.6603
Lee's Summit,MO,90597.0,38.9172,-94.3816
Liberty,MO,31507.0,39.2394,-94.4191
Maryland Heights,MO,26996.0,38.7188,-90.475
Maysville,MO,1073.0,39.8859,-94.3634
McDowell,MO,4178.0,,
Monett,MO,8562.0,36.9221,-93.9259
Mountain Grove,MO,4493.0,37.1341,-92.2661
Neosho,MO,12153.0,36.844,-94.3755
Nevada,MO,8581.0,37.8445,-94.3492
North St. Louis,MO,4178.0,,
O'Fallon,MO,87597.0,38.7851,-90.7177
Odessa,MO,5100.0,38.9988,-93.9665
Old Mines,MO,4178.0,,
Ozark,MO,19905.0,37.0361,-93.2154
Pettis County,MO,4178.0,,
Poplar Bluff,MO,20518.0,36.7632,-90.4136
Raytown,MO,29211.0,38.9944,-94.4641
Republic,MO,16294.0,37.1453,-93.4446
Sedalia,MO,26399.0,38.7042,-93.2351
Springfield,MO,287222.0,37.1943,-93.2915
St Louis,MO,4178.0,,
St. Joseph,MO,80818.0,39.7598,-94.821
St. Louis,MO,2078283.0,38.6358,-90.2451
Sugar Creek,MO,3308.0,39.1421,-94.4019
Sullivan,MO,9198.0,38.2127,-91.1637
University City,MO,34549.0,38.6657,-90.3315
Webster Groves,MO,22886.0,38.5866,-90.3544
Wheeling,MO,264.0,39.7862,-93.386
Barton,MS,4178.0,,
Biloxi,MS,45908.0,30.4422,-88.9512
Braxton,MS,176.0,32.0264,-89.9715
Brookhaven,MS,10346.0,31.5803,-90.4432
Clarksdale,MS,15574.0,34.1971,-90.5729
Clinton,MS,25154.0,32.354,-90.3403
Columbus,MS,31701.0,33.5088,-88.4097
DeSoto County,MS,4178.0,,
Fayette,MS,1499.0,31.7123,-91.062
Florence,MS,4427.0,32.1557,-90.1224
Gautier,MS,18512.0,30.4106,-88.6568
Greenville,MS,31243.0,33.385,-91.0514
Grenada,MS,10016.0,33.7816,-89.813
Gulfport,MS,221348.0,30.4271,-89.0703
Hancock County,MS,4178.0,,
Hattiesburg,MS,81036.0,31.3074,-89.317
Hinds County,MS,4178.0,,
Horn Lake,MS,27095.0,34.9512,-90.0501
Iuka,MS,2964.0,34.8077,-88.1978
Jackson,MS,338185.0,32.3163,-90.2124
Lauderdale County,MS,4178.0,,
Lucedale,MS,2761.0,30.9312,-88.5959
Lumberton,MS,2211.0,31.0064,-89.4592
Madison County,MS,4178.0,,
Meridian,MS,38294.0,32.3846,-88.6897
Monroe County,MS,4178.0,,
Moss Point,MS,13398.0,30.424,-88.5289
Neshoba County,MS,4178.0,,
Oxford,MS,32203.0,34.3609,-89.5286
Pearl,MS,26534.0,32.273,-90.0918
Pearl River County,MS,4178.0,,
Pelehatchie,MS,4178.0,,
Petal,MS,10633.0,31.3477,-89.2359
Pontotoc County,MS,4178.0,,
Ruth,MS,4178.0,,
Smithville,MS,911.0,34.068,-88.3983
Southaven,MS,54031.0,34.9514,-89.9787
St. Martin,MS,8242.0,30.4399,-88.8651
Stone County,MS,4178.0,,
Tate County,MS,4178.0,,
Tupelo,MS,45231.0,34.2691,-88.7318
Walls,MS,1399.0,34.9257,-90.1604
Water Valley,MS,2599.0,34.1622,-89.6301
Wesson,MS,1894.0,31.6999,-90.3959
Bigfork,MT,4797.0,48.0852,-114.0551
Billings,MT,120800.0,45.7889,-108.5509
Bozeman,MT,53949.0,45.6828,-111.0549
Butte,MT,30628.0,45.902,-112.6571
Dillon,MT,4753.0,45.2177,-112.6348
Flathead County,MT,4178.0,,
Great Falls,MT,65624.0,47.5022,-111.2995
Helena,MT,50227.0,46.5965,-112.0199
Huntley,MT,473.0,45.8995,-108.3054
Lewistown,MT,6108.0,47.0514,-109.4525
Livingston,MT,8735.0,45.6665,-110.5538
Lodge Grass,MT,445.0,45.3142,-107.3677
Malta,MT,1935.0,48.3555,-107.8709
Missoula,MT,90218.0,46.8685,-114.0095
Philipsburg,MT,921.0,46.3324,-113.296
Shelby,MT,2813.0,48.5033,-111.8615
Superior,MT,835.0,47.1935,-114.892
Three Forks,MT,2006.0,45.89,-111.5522
Aberdeen,NC,7625.0,35.1351,-79.4319
Anson County,NC,4178.0,,
Apex,NC,50451.0,35.7246,-78.8698
Archdale,NC,11518.0,35.9034,-79.9592
Ashe County,NC,4178.0,,
Asheboro,NC,39076.0,35.7157,-79.8129
Asheville,NC,309250.0,35.5704,-82.5537
Bailey,NC,563.0,35.7805,-78.1129
Brevard,NC,13603.0,35.2439,-82.7265
Burlington,NC,127374.0,36.0762,-79.4687
Burnsville,NC,1638.0,35.9164,-82.2974
Caldwell County,NC,4178.0,,
Calypso,NC,540.0,35.1548,-78.1045
Canton,NC,4272.0,35.5516,-82.8406
Cary,NC,165904.0,35.7817,-78.8175
Charlotte,NC,1467362.0,35.2079,-80.8304
Clinton,NC,9428.0,35.0005,-78.3311
Cofield,NC,382.0,36.3567,-76.9105
Dallas,NC,4698.0,35.3167,-81.1826
Davidson County,NC,4178.0,,
Dublin,NC,322.0,34.6562,-78.7231
Durham,NC,407575.0,35.9795,-78.9032
East Flat Rock,NC,4287.0,35.2802,-82.4171
Efland,NC,921.0,36.0806,-79.1718
Elizabethtown,NC,2989.0,34.6238,-78.6097
Ernul,NC,4178.0,,
Fayetteville,NC,324700.0,35.0846,-78.9776
Fleetwood,NC,4178.0,,
Fletcher,NC,8233.0,35.4316,-82.5038
Franklin,NC,7066.0,35.1798,-83.3809
Gaston County,NC,4178.0,,
Gastonia,NC,180974.0,35.2494,-81.1853
Graham,NC,14814.0,36.0596,-79.3898
Granite Falls,NC,4659.0,35.7965,-81.4233
Greensboro,NC,335588.0,36.0956,-79.8268
Greenville,NC,128385.0,35.5956,-77.3768
Henderson,NC,20158.0,36.3259,-78.4155
Hendersonville,NC,13954.0,35.3241,-82.4578
Hickory,NC,215353.0,35.7426,-81.323
High Point,NC,177874.0,35.9905,-79.9937
Hubert,NC,4178.0,,
Hudson,NC,3698.0,35.8475,-81.4864
Huntersville,NC,56212.0,35.4057,-80.8729
Iredell County,NC,4178.0,,
Jamestown,NC,4167.0,35.9984,-79.9353
Jonesville,NC,2234.0,36.2336,-80.8351
Kings Mountain,NC,10791.0,35.2348,-81.3501
Kinston,NC,27517.0,35.2748,-77.5937
Lawndale,NC,589.0,35.4142,-81.5631
Leland,NC,19976.0,34.204,-78.028
Lenoir,NC,17943.0,35.9097,-81.5247
Lexington,NC,18775.0,35.8017,-80.2682
Liberty,NC,2659.0,35.8556,-79.5682
Lincolnton,NC,23311.0,35.4747,-81.2385
Linwood,NC,4178.0,,
Lumberton,NC,29047.0,34.6312,-79.0186
Maiden,NC,3690.0,35.5853,-81.2201
Mocksville,NC,5416.0,35.9002,-80.562
Monroe,NC,35065.0,35.0061,-80.5593
Mooresville,NC,37820.0,35.5849,-80.8266
Morganton,NC,16519.0,35.7408,-81.7003
Mount Holly,NC,15635.0,35.3136,-81.0072
Mt. Airy,NC,4178.0,,
Newton Grove,NC,563.0,35.2522,-78.3552
Parkton,NC,421.0,34.9028,-79.0098
Peachland,NC,404.0,34.9931,-80.266
Pinnacle,NC,1010.0,36.323,-80.4241
Pleasant Hill,NC,751.0,36.258,-80.8904
Polkton,NC,3125.0,35.0031,-80.1963
Raleigh,NC,1018336.0,35.8324,-78.6438
Ramseur,NC,2949.0,35.7372,-79.6543
Richlands,NC,1698.0,34.9003,-77.5427
Ronda,NC,412.0,36.2217,-80.9432
Rowland,NC,1014.0,34.5362,-79.2928
Roxboro,NC,9577.0,36.3905,-78.9811
Rutherfordton,NC,4031.0,35.3642,-81.9613
Salemburg,NC,416.0,35.0151,-78.5028
Salisbury,NC,33849.0,35.6657,-80.491
Sanford,NC,34557.0,35.4874,-79.1772
Shallotte,NC,4092.0,33.9755,-78.3807
Shelby,NC,26962.0,35.2904,-81.5451
Sparta,NC,1744.0,36.5035,-81.1218
Spring Lake,NC,12580.0,35.1841,-78.9962
Statesville,NC,26657.0,35.7838,-80.8711
Stoneville,NC,1249.0,36.4653,-79.9064
Tarboro,NC,12916.0,35.9046,-77.5563
Thomasville,NC,26615.0,35.8813,-80.0807
Timberlake,NC,4178.0,,
Trinity,NC,6628.0,35.8756,-80.0093
Union Grove,NC,4178.0,,
WInston Salem,NC,4178.0,,
Wadesboro,NC,5255.0,34.9645,-80.0746
Wake County,NC,4178.0,,
Wake Forest,NC,42269.0,35.9634,-78.5139
Washington,NC,16138.0,35.5587,-77.0546
Watauga County,NC,4178.0,,
Welcome,NC,4319.0,35.9066,-80.2548
Wilkesboro,NC,3491.0,36.1417,-81.1726
Wilmington,NC,245910.0,34.2101,-77.886
Wilson,NC,49372.0,35.7312,-77.9284
Winston-Salem,NC,416581.0,36.1029,-80.261
Bismarck,ND,97457.0,46.814,-100.7695
Devil's Lake,ND,4178.0,,
Dickinson,ND,21935.0,46.8918,-102.7924
Grand Forks,ND,66159.0,47.9221,-97.0887
Mandan,ND,22228.0,46.829,-100.887
Standing Rock Reservation,ND,4178.0,,
Stutsman County,ND,4178.0,,
West Fargo,ND,35708.0,46.8573,-96.9057
Wood Lake,ND,547.0,,
Arnold,NE,576.0,41.4232,-100.1936
Big Springs,NE,390.0,41.061,-102.0745
Blair,NE,7943.0,41.5417,-96.1361
Grand Island,NE,53424.0,40.9214,-98.3584
Lincoln,NE,285118.0,40.8088,-96.6796
Louisville,NE,1261.0,40.9975,-96.1612
Omaha,NE,827786.0,41.2628,-96.0498
Rushville,NE,873.0,42.7134,-102.4666
Sidney,NE,6244.0,41.134,-102.9681
South Sioux City,NE,12911.0,42.4627,-96.4126
York,NE,7726.0,40.8698,-97.5943
Bath,NH,1093.0,,
Belmont,NH,7333.0,,
Canaan,NH,3899.0,,
Claremont,NH,9330.0,43.379,-72.3368
Derry,NH,33485.0,,
Epping,NH,7036.0,,
Gonic,NH,4178.0,,
Hampton,NH,15495.0,,
Manchester,NH,160742.0,42.9848,-71.4447
Merrimack,NH,26490.0,,
Newton,NH,4928.0,,
Peterborough,NH,6688.0,,
Asbury Park,NJ,15767.0,40.2226,-74.0117
Atlantic City,NJ,241363.0,39.3797,-74.4527
Bass River,NJ,1416.0,,
Bloomfield,NJ,49973.0,,
Bloomingdale,NJ,8242.0,41.03,-74.3319
Brick,NJ,76100.0,,
Brick Township,NJ,4178.0,,
Bridgeton,NJ,33856.0,39.4286,-75.2281
Byram,NJ,7932.0,,
Camden,NJ,74532.0,39.9362,-75.1073
Cranbury Township,NJ,4178.0,,
Deptford,NJ,30349.0,,
Farmingdale,NJ,1298.0,40.1983,-74.17
Hackensack,NJ,45248.0,40.889,-74.0461
Hamilton,NJ,25746.0,,
Hamilton,NJ,87065.0,,
Hardwick,NJ,1619.0,,
Ideal Beach,NJ,4178.0,,
Irvington,NJ,54312.0,,
Jersey City,NJ,270753.0,40.7161,-74.0683
Little Egg Harbor,NJ,21712.0,,
Little Egg Harbor Township,NJ,4178.0,,
Logan Township,NJ,4178.0,,
Lyndhurst,NJ,22918.0,,
Manchester,NJ,43723.0,,
Mantoloking,NJ,257.0,40.0434,-74.0512
Maurice River,NJ,5949.0,,
Millville,NJ,27918.0,39.3903,-75.0561
Morris Township,NJ,4178.0,,
New Brunswick,NJ,57073.0,40.487,-74.445
Newark,NJ,285154.0,40.7245,-74.1725
North Bergen,NJ,60666.0,,
Old Bridge,NJ,65590.0,,
Orange,NJ,4178.0,,
Passaic,NJ,71247.0,40.8574,-74.1282
Paterson,NJ,148678.0,40.9147,-74.1624
Pemberton,NJ,1340.0,39.9715,-74.6855
Princeton,NJ,31822.0,40.3563,-74.6693
Secaucus,NJ,20215.0,40.781,-74.0659
Toms River,NJ,94108.0,,
Trenton,NJ,296869.0,40.2236,-74.7641
Ventnor,NJ,4178.0,,
Vineland,NJ,94734.0,39.4653,-74.9981
Wayne,NJ,53369.0,,
Winslow,NJ,38629.0,,
Woodbridge,NJ,100145.0,,
Alamogordo,NM,32745.0,32.8837,-105.9624
Albuquerque,NM,758523.0,35.1053,-106.6464
Angel Fire,NM,1089.0,36.3821,-105.2718
Artesia,NM,13464.0,32.8492,-104.4275
Bernalillo,NM,9638.0,35.3127,-106.5537
Carlsbad,NM,32848.0,32.4013,-104.2388
Carrizozo,NM,936.0,33.6433,-105.8411
Clovis,NM,42875.0,34.4376,-103.1923
Crownpoint,NM,2445.0,35.688,-108.1494
Deming,NM,14228.0,32.2631,-107.7525
Edgewood,NM,3892.0,35.1318,-106.2151
Eldorado,NM,4178.0,,
Farmington,NM,52555.0,36.7555,-108.1823
Fort Sumner,NM,933.0,34.479,-104.2331
Gallup,NM,23415.0,35.5183,-108.7423
Hanover,NM,288.0,32.8149,-108.0897
Hobbs,NM,40614.0,32.7282,-103.16
Jal,NM,2069.0,32.1148,-103.19
Laguna Pueblo,NM,4178.0,,
Las Cruces,NM,133988.0,32.3265,-106.7893
Los Lunas,NM,66613.0,34.8115,-106.7803
Lovington,NM,11743.0,32.9125,-103.3277
Meadowlake,NM,4178.0,,
Naschitti,NM,392.0,36.0625,-108.68
Penasco,NM,4178.0,,
Pueblo of Laguna,NM,4178.0,,
Roswell,NM,49119.0,33.373,-104.5294
Rowe,NM,271.0,35.4922,-105.6715
Rudioso,NM,4178.0,,
Ruidoso,NM,9269.0,33.3648,-105.6432
San Rafael,NM,892.0,35.0878,-107.8895
Santa Fe,NM,110078.0,35.6619,-105.9819
Socorro,NM,8383.0,34.0543,-106.9066
Sunland Park,NM,17061.0,31.8194,-106.5943
Taos,NM,13571.0,36.3871,-105.5803
Truth or Consequences,NM,7274.0,33.1864,-107.2589
Tucumcari,NM,4841.0,35.1701,-103.7042
Tularosa,NM,2820.0,33.0753,-106.0175
Boulder City,NV,14741.0,35.8407,-114.9257
Carson City,NV,57525.0,39.1511,-119.7474
Elko,NV,21178.0,40.8387,-115.7674
Gardnerville Ranchos,NV,11103.0,38.8872,-119.7426
Henderson,NV,302539.0,36.0146,-115.0362
Jean,NV,4178.0,,
Las Vegas,NV,2073045.0,36.2333,-115.2654
Lovelock,NV,1788.0,40.1789,-118.4773
Mercury,NV,4178.0,,
North Las Vegas,NV,242975.0,36.288,-115.0901
Pahrump,NV,35812.0,36.2411,-116.0176
Reno,NV,433271.0,39.5497,-119.8483
Silver Springs,NV,4786.0,39.3826,-119.2149
Spanish Springs,NV,16458.0,39.6567,-119.6695
Sparks,NV,100888.0,39.5729,-119.7157
Stead,NV,4178.0,,
Sunridge,NV,4178.0,,
Washoe,NV,4178.0,,
West Wendover,NV,5236.0,40.7407,-114.0783
Yerington,NV,2990.0,38.9554,-119.1101
Albany,NY,597270.0,42.6664,-73.7987
Ardsley,NY,4589.0,41.0135,-73.8395
Arietta,NY,274.0,,
Beacon,NY,14289.0,41.5036,-73.9655
Berne,NY,2764.0,,
Brentwood,NY,63115.0,40.7839,-73.2522
Bronx,NY,1455720.0,40.8501,-73.8662
Brooklyn,NY,2629150.0,40.6501,-73.9496
Buffalo,NY,926261.0,42.9017,-78.8487
Canandaigua,NY,10289.0,42.8885,-77.2805
Cheektowaga,NY,85884.0,,
Clarendon,NY,3471.0,,
Coney Island,NY,4178.0,,
Constantia,NY,4827.0,,
Deposit,NY,1556.0,42.0634,-75.4224
East Northport,NY,19465.0,40.8792,-73.3232
Edinburg,NY,1213.0,,
Elmira,NY,64664.0,42.0938,-76.8097
Fredonia,NY,10567.0,42.4407,-79.3319
Geneseo,NY,8468.0,42.799,-77.8095
Glenville,NY,29271.0,,
Greece,NY,95499.0,,
Greenport,NY,2230.0,41.1031,-72.3669
Horseheads,NY,6460.0,42.1689,-76.8299
Islip,NY,329610.0,,
Ithaca,NY,55439.0,42.4442,-76.5032
Jamaica,NY,4178.0,,
Kirkwood,NY,5479.0,,
Lee,NY,6369.0,,
Malone,NY,10391.0,44.849,-74.2889
